N,P,K,temperature,humidity,ph,rainfall,label
17,74,17,26.03026959,69.55863145,7.393210848,37.11395801,10
14,74,15,27.99990346,65.57653373,6.493036868,49.94043064,10
66,54,21,25.19008683,60.2001687,5.919045532,72.12375573,11
22,80,20,23.00884744,18.86880997,5.669560726,100.118612,9
44,56,49,39.23342464,91.25589286,6.519779583,64.4478499,17
108,89,53,29.12036889,80.18080728,5.908770059,112.3982055,1
60,36,43,23.43121862,83.06310136,5.286203711,219.9048349,20
37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,7
14,59,15,21.35135729,22.91244883,5.779090476,146.4548645,9
70,68,55,42.84609252,94.63548176,6.691202286,78.8099639,17
24,67,22,20.120043,22.89845607,5.618844277,104.6252153,9
95,39,29,27.35152643,55.99375012,7.13411409,148.9812525,5
72,41,36,26.50838667,86.84264005,6.065898283,152.9801697,8
18,19,27,27.75518664,52.34605806,4.772385986,94.11213345,12
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,14
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,11
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,12
58,70,84,20.6543203,16.60820843,6.231049028,74.6631118,3
25,143,198,22.81212536,91.51861705,6.027314401,107.855225,0
116,52,19,22.94276687,75.37170612,6.114525877,67.08022574,6
1,62,23,15.43546065,18.37477907,5.607808432,139.0302034,9
20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,16
3,56,17,28.19912143,53.50567601,8.709291688,52.13580529,13
0,12,7,20.18432263,90.65458473,6.969249676,116.8130969,16
12,78,23,16.06522754,18.72479695,5.99812453,88.06638775,9
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,3
13,22,5,19.667056,90.50096668,7.764040111,100.1737964,16
60,55,40,24.9949957,88.95692783,7.02777956,151.4935635,8
3,77,25,24.84906168,22.89464642,5.608165195,62.21292186,9
40,29,42,24.63228709,89.01574455,7.104094929,110.6956184,19
3,26,39,24.38318965,91.19431555,7.079973241,103.6012114,19
20,68,17,30.11873003,60.11680815,6.578714843,71.72980375,2
115,48,16,25.54359718,84.09229796,7.175934962,88.94245493,6
91,41,37,24.48556447,83.20630007,6.132570523,192.2316221,8
113,38,25,22.00085141,79.47270984,7.388265888,90.42224164,6
34,140,198,21.70416965,93.44006288,5.751707342,115.1781396,0
56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,17
82,18,48,29.09588297,94.16748386,6.159050816,26.70581328,15
120,20,45,25.66576039,88.6984228,6.114128685,54.22722466,21
88,52,39,23.92887902,88.07112278,6.880204617,154.6608736,8
44,77,21,32.63918668,61.3009051,7.326980454,61.83876146,2
36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,16
39,139,201,41.18664903,81.01783402,5.539980812,68.68895899,7
37,23,28,25.61294367,94.3138837,5.740054567,224.3206759,4
82,40,40,23.83067496,84.81360127,6.271478838,298.5601175,20
109,26,45,28.27973674,90.38971208,6.224535449,21.58992507,15
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,11
20,20,10,11.86631922,93.68394562,6.976997772,106.060149,16
11,18,42,21.57936934,94.88267728,5.938528744,102.8593382,19
2,143,196,22.71271308,90.45261746,5.669489065,109.8852597,0
13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,18
37,66,85,20.93175255,18.91295403,6.456148474,78.06910795,3
9,48,20,29.66461594,84.28187572,6.377568542,56.09542002,14
101,92,45,28.22776705,80.6430384,5.758054257,98.00403016,1
50,47,48,24.63676897,90.61964344,6.712772333,218.2299187,17
7,79,23,19.6365349,19.68751084,5.821649914,96.65888933,9
17,57,21,19.88394011,20.31564139,5.789214289,60.91974792,9
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,14
115,9,52,29.06785065,90.97685539,6.019372459,29.1194739,15
17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,13
33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,2
39,60,15,35.09357419,30.98685456,5.004074624,116.9106908,18
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,11
85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,21
119,30,28,26.35770906,64.57578034,6.505203696,163.6269496,5
15,14,8,10.01081312,90.22399223,6.22094286,119.3941064,16
107,72,45,28.14938935,81.54448882,5.790768046,91.40508414,1
23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,19
54,67,52,35.67667332,93.30641944,6.586107335,141.3381168,17
113,37,20,25.03300222,79.04368718,7.393441155,97.10087029,6
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,12
39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,13
97,22,50,26.26028739,86.14585891,6.7698938,58.97878791,21
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,11
120,20,34,23.56960509,50.56339727,6.906124587,130.3797119,5
34,45,21,28.18837136,82.60629652,6.287380117,37.01110438,14
88,35,40,23.57943626,83.58760316,5.85393208,291.2986618,20
116,81,55,26.42313317,83.6995044,5.915546415,95.12322062,1
20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,18
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,11
19,72,15,28.83600962,69.76112921,6.890760124,44.08562546,10
43,50,48,28.28222883,91.37059792,6.63016515,179.2720807,17
38,51,52,32.66160599,90.78931681,6.927803911,78.85085502,17
27,69,22,17.91652287,24.90814655,5.932323085,69.14681022,9
3,9,35,26.91641934,99.84671638,6.318552973,225.6323656,4
103,51,20,22.80213132,84.14668447,7.046607434,91.6389565,6
117,37,32,23.1069385,67.06230539,6.787658922,162.5769606,5
63,41,45,25.29781791,86.8870535,7.121933579,196.6249511,8
41,69,82,20.02381489,16.63294455,6.715587232,68.97806542,3
100,17,48,29.72791119,94.29753295,6.367800632,26.52364146,15
12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,16
111,15,54,27.7058373,92.91185695,6.194090172,22.06207161,15
33,29,34,31.40948821,49.21729127,6.832979509,92.99739415,12
13,73,20,30.50420876,35.48885969,5.391560418,162.5927723,18
105,60,23,23.53371386,77.21705554,6.207652157,87.54004943,6
11,74,17,21.36383757,69.92375891,6.633864582,46.6352865,10
28,23,28,30.01821337,50.0983181,5.676032581,96.08745082,12
31,76,82,20.8248451,17.85057083,7.599279991,79.20509212,3
16,18,26,28.43647052,91.81320717,5.568365926,145.5414413,4
18,19,29,27.59376845,92.48519606,6.206077742,162.8432736,4
5,59,15,18.87492997,20.18238348,5.97229163,134.1811718,9
21,137,196,23.6119202,91.70293849,5.812781806,123.5900822,0
25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,2
19,79,19,20.06003985,67.76252583,6.677262562,42.89509057,10
6,77,20,25.78746268,60.2816298,6.058306161,49.14337177,10
58,61,15,30.94908189,64.23364112,7.402891666,62.78730907,2
26,80,18,19.32509638,23.3334788,5.581021521,104.7783947,9
4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,13
136,36,20,23.09595631,84.86275707,6.925412377,71.29581071,6
28,46,16,29.008124,84.96089355,6.664187809,45.91011391,14
40,27,45,21.6602498,94.79397419,5.885638185,112.4349689,19
90,42,43,20.87974371,82.00274423,6.502985292,202.9355362,20
35,131,203,22.42776057,93.91722423,5.893490899,102.7230739,0
104,18,30,23.60301571,60.39647474,6.779832611,140.9370415,5
60,48,39,24.28209415,80.30025587,7.042299069,231.0863347,20
9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,18
34,11,10,31.75048899,94.59551226,7.36220835,115.1989301,16
27,24,29,26.61423461,96.97300803,6.142010637,191.006688,4
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,20
32,78,22,23.97081395,62.35557553,7.007037515,53.40906048,10
8,23,38,19.30106297,87.1775172,7.005410734,105.4766591,19
103,72,51,26.12643374,81.81365007,6.099478745,104.4812858,1
87,21,52,27.3506296,94.2911951,6.067665498,27.21244021,15
8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,18
117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,1
36,65,16,25.71269843,64.1123333,7.692013657,50.17067771,10
32,55,51,29.60718808,93.15642801,6.57398033,62.68710535,17
84,40,43,25.01157559,88.3313023,7.228268228,169.4168014,8
26,65,22,17.84806561,18.77621951,5.949949081,143.0984171,9
84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,21
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,12
36,43,22,27.82684262,87.16679147,6.389882166,58.37249772,14
7,21,35,25.76011662,94.65830608,5.764812076,131.2451414,4
108,35,25,23.98143338,61.10935084,6.971963169,161.5279095,5
89,57,43,26.91515043,73.19897535,6.998787171,177.2233048,8
14,128,205,22.60800988,94.58900601,6.226289556,116.0396587,0
118,88,51,25.44926208,79.49221962,6.201911642,100.6619171,1
23,62,19,16.51783455,20.4555596,5.609435128,98.77794225,9
106,46,20,23.43821725,78.63388824,6.200671976,81.15072105,6
17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,18
31,13,33,29.69952329,95.21224392,6.342463714,148.3003692,4
31,60,24,25.40474421,65.8567539,7.722335992,51.92057267,10
28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,13
19,65,25,18.09551014,18.29318436,5.625096446,144.7902323,9
35,30,34,28.2974764,95.41122824,6.141502001,182.4482352,4
77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,11
40,11,44,24.45840036,86.10874614,6.322396027,111.3779693,19
119,19,55,25.18780042,83.44621709,6.818261383,46.87420883,21
25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,13
40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,18
28,70,21,25.39038396,60.4989659,7.437373666,39.18374505,10
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,12
15,77,20,25.13163619,66.92642362,7.399749291,49.04015558,10
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,20
65,60,43,21.97199397,81.89918197,5.658169482,227.3637009,20
1,17,6,10.78689755,91.38411917,6.8198271,117.5293447,16
33,23,45,20.00218987,85.83618191,7.116538883,112.337046,19
69,60,54,36.32268069,93.06134398,6.98992719,141.1736926,17
108,72,46,25.16278237,84.97849241,6.110844721,90.94554618,1
28,7,9,34.5917846,92.13229786,6.730757538,115.5650287,16
4,80,16,29.19585548,68.01965728,7.441976825,44.93261911,10
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,14
29,70,15,30.33499674,63.54718862,6.872594461,74.16699119,2
89,83,47,28.09577643,77.79586769,5.63127166,109.5408614,1
87,23,28,26.22367404,62.26594559,6.979590627,193.7461968,5
20,139,202,23.50201428,92.21083961,5.66999105,107.9868949,0
78,50,43,25.12417673,85.72530641,6.348441469,159.5718087,8
5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,13
12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,16
104,35,28,27.51006055,50.66687215,6.983732393,143.9955548,5
7,40,17,31.2123945,40.92604945,8.532078733,53.78769958,13
111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,6
53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,2
27,30,31,28.98545306,90.73966792,5.718120393,148.8398374,4
36,58,25,28.66024187,59.3189118,8.399135958,36.92629678,13
8,28,30,25.51618488,94.33465411,6.015672239,135.1272491,4
18,74,15,24.9035819,22.27512704,5.70836603,146.4727237,9
6,63,23,26.01630259,49.94704718,5.906596905,160.3337447,18
33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,14
11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,19
26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,18
90,59,35,24.25133493,89.86454053,7.098227926,175.1742112,8
110,15,48,28.57819995,92.86597437,6.212567211,27.5987178,15
130,59,19,25.07278712,82.50257909,6.520403794,93.51042684,6
0,21,32,35.89855625,54.25964196,6.430139436,92.19721736,12
32,25,9,10.35609594,93.75652041,7.796034006,101.1456947,16
29,132,204,23.08950736,90.22507299,6.0967531,108.2166601,0
75,56,44,25.2746335,73.7459581,6.109478059,168.0432282,8
13,67,18,30.5753044,34.75591197,5.384762927,177.5764304,18
60,54,19,18.74826712,62.49878458,6.417820493,70.23401597,11
17,16,14,16.39624284,92.18151927,6.625538653,102.944161,16
102,53,21,23.03814028,76.11021529,6.913678684,91.49697481,6
9,11,8,24.85903405,94.39000473,6.559236744,111.7803734,16
18,125,203,22.44307715,91.59234006,6.160267496,102.5565807,0
35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,13
33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,18
93,20,50,29.93061247,93.22980899,6.448792689,24.34814338,15
20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,18
31,70,77,20.88818675,14.32313811,6.492546046,90.46228334,3
29,76,15,28.5417236,64.2020154,7.025607706,69.68862306,2
59,47,53,32.86316618,91.4618874,6.850663232,47.271547,17
29,128,198,22.44075021,92.70785115,5.685062404,121.4977331,0
0,17,42,23.20242586,91.19442671,6.859840821,109.0946323,19
22,133,201,23.81995682,80.12211649,6.00299607,67.2739864,7
30,65,82,20.71424384,15.27824066,7.103798069,76.77888672,3
123,44,21,25.78544484,75.00539324,7.641116569,91.39578861,6
82,46,41,23.3250131,79.79609448,6.581693772,187.3096148,8
30,70,79,20.26942271,19.96978871,7.313122235,69.64449182,3
11,71,17,19.9191786,21.47324158,5.74644777,82.68554379,9
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,4
49,55,78,18.65580107,16.17772668,7.863113671,81.70769297,3
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,12
95,74,50,25.90113128,80.47152737,6.002481605,110.10323,1
112,49,25,25.68959532,77.90621048,6.470135478,66.19426787,6
2,21,44,18.92157197,87.31290342,6.56893406,102.8013275,19
69,57,35,24.30748599,78.54340987,6.186814392,186.2337571,8
120,23,28,25.67324193,51.29043632,6.877799264,196.2736367,5
9,8,40,22.48720144,89.9224883,6.553509673,111.6631582,19
35,64,15,28.47442276,63.53604453,6.500144962,69.5274407,2
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,14
29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,13
1,6,35,27.02269204,95.71935435,6.231662767,147.1682459,4
1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,4
100,46,18,24.18586246,76.04203958,6.431689506,69.08056728,6
1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,18
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,14
37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,17
22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,13
60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,11
5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,18
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,12
40,144,196,22.71750705,92.25479855,5.987262638,107.0289866,0
87,38,29,25.20406808,57.88370456,6.652642579,156.1457255,5
27,72,23,19.92889503,21.79992115,5.961934481,64.02640797,9
30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,4
108,33,31,23.69287069,66.76090123,7.393825704,144.6576424,5
63,58,22,18.25405352,55.28220433,6.204747653,63.72358154,11
2,131,199,22.47420512,91.22759742,6.017370134,124.2179699,0
31,29,35,27.1872282,92.19906776,6.137102505,141.3220576,4
131,56,20,22.00817088,81.83896111,7.762647875,92.23645249,6
42,67,77,18.99424448,15.9362937,7.114405288,78.69707199,3
24,142,202,22.53779727,91.48135786,5.710819862,101.8474768,0
94,89,48,28.55980972,84.51602322,5.653437902,111.0843029,1
76,51,18,26.16985907,71.96246617,6.247040422,79.84925393,11
32,68,52,32.68067385,92.61715632,6.800321319,248.8592986,17
85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,21
119,90,48,28.66725136,79.59242542,5.986442306,118.2583441,1
102,28,54,25.15623099,80.27525115,6.862157042,55.49541453,21
40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,13
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,7
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,20
11,45,19,28.70012137,44.359648,3.828031463,44.11622138,13
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,20
135,43,16,23.47986888,81.73049149,6.720449769,86.76287924,6
40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,2
6,72,15,22.99451999,66.70897237,7.670178119,54.49044154,10
67,35,22,23.30546753,63.24648023,6.385684214,108.7603001,11
83,41,43,21.0525355,82.67839517,6.254028451,233.1075816,20
34,60,16,31.35730791,64.24992106,7.322555223,63.85668948,2
31,79,25,23.18864385,22.3104551,5.902033406,63.38208822,9
107,10,49,25.83202912,89.00481725,6.755192025,45.24690619,21
111,28,26,27.77363343,64.47858698,6.937352845,192.7121236,5
29,25,35,28.3575072,91.64509299,5.542873799,160.7306991,4
33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,7
65,54,39,23.75091572,71.14782585,7.124571593,160.0889553,8
83,29,52,25.76402693,87.5931128,6.704688865,46.05122728,21
31,26,9,11.69894639,93.25638873,7.566165721,103.2005992,16
102,37,25,25.31468463,77.91757121,5.907930899,72.82902109,6
5,23,15,25.66901098,92.04670813,7.408939392,112.5424199,16
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,12
40,5,29,28.48444906,97.76865458,5.820978791,160.389421,4
45,58,49,30.10773379,90.34546355,6.827812549,75.24521981,17
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,14
82,23,49,26.81383586,87.21986949,6.873283991,51.70497792,21
38,60,20,29.84823072,60.63872613,7.491217102,46.80452595,10
98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,20
34,54,24,31.2119298,41.55934359,5.026003659,68.80141783,13
5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,18
134,52,18,23.9643129,76.59175937,7.994679507,76.13090645,6
99,16,30,23.52652084,65.44340921,6.392791654,186.1728203,5
60,37,39,26.59104992,82.94164078,6.033485257,161.2469997,8
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,14
25,63,20,15.78601387,21.14544088,5.502999119,95.17028129,9
117,27,48,26.53259325,82.39053979,6.835268184,54.30660782,21
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,14
12,34,28,33.36140093,45.02236377,6.13526938,98.81596545,12
82,26,47,28.50416396,93.46806467,6.565312653,24.20007242,15
120,7,47,24.24782473,83.03687902,6.653867608,54.7657624,21
51,72,75,18.88852533,14.99451145,7.104224797,80.1113384,3
11,72,20,19.52226241,24.92607153,5.951177452,113.334026,9
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,17
127,37,18,24.87663664,76.30050373,7.041065585,91.9223468,6
36,55,20,27.01470397,84.34262707,6.635968698,55.296354,14
16,65,16,18.13027797,62.45851612,6.078724107,50.6128521,10
22,43,24,25.42517036,53.2208266,4.52363558,46.19374559,13
26,37,30,35.39986338,49.45962621,6.166173834,97.41054011,12
81,45,35,26.52872817,80.12267476,6.158376967,218.9163567,20
34,65,47,23.48546973,93.71043692,6.833768535,191.7760562,17
88,50,40,25.63215038,79.95150917,7.051822472,182.2582277,8
89,45,36,21.32504158,80.47476396,6.442475375,185.4974732,20
40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,13
87,25,46,27.42711692,90.02696201,6.379690748,21.7508774,15
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,7
75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,11
2,24,38,24.55981624,91.63536236,5.922935513,111.9684622,19
17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,7
56,58,49,37.13165026,94.60761797,6.69215564,172.4788062,17
52,56,85,20.1187446,14.44228303,6.81712422,88.68168643,3
78,58,44,26.80079604,80.88684822,5.108681786,284.4364567,20
29,140,195,23.64082979,90.95257927,5.560521058,116.7431319,0
101,33,33,26.97251562,62.0183627,6.908671379,142.8610793,5
20,19,35,34.17719782,50.62161586,6.113935087,98.00687989,12
117,25,53,29.11858526,92.12543021,6.413927319,24.52020164,15
97,22,26,23.60567546,59.68849145,6.074190142,185.1568059,5
80,52,39,26.41915161,76.85691248,7.165696848,197.2101782,8
34,9,36,22.8122645,86.34233767,6.276038961,110.4432293,19
42,79,23,27.71678273,63.29103387,6.781841984,68.56507978,2
26,135,203,33.78372897,81.16314317,5.685102769,74.53557341,7
67,68,49,35.26824831,92.38282957,6.821774589,149.8488208,17
25,22,25,33.56150184,45.53556603,5.977413803,95.70525913,12
32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,13
96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,11
9,10,10,22.3551049,93.52211892,6.010391864,101.5164589,16
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,6
20,129,201,23.41044706,91.69913296,5.587905967,116.0777931,0
100,52,19,23.45969093,82.44777468,7.903528673,93.50153555,6
0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,12
37,6,13,26.03097313,91.50819306,7.511755068,101.2847738,16
78,46,42,23.09499564,78.45959697,7.095413294,155.3851533,8
110,7,45,26.63838589,84.69546874,6.189213927,48.32428609,21
26,68,24,28.04849594,64.07691942,7.504930973,37.15824966,10
107,43,18,22.426733,81.53480799,6.745104394,65.54475812,6
16,8,9,24.60297538,91.28408653,7.601189843,111.2948115,16
27,60,17,26.41768321,63.64698302,7.026795359,64.42177127,2
94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,11
113,21,33,26.02241444,55.83288958,7.277422738,176.9020924,5
38,62,25,32.7477393,67.77954584,7.453975408,63.37784443,2
22,17,5,24.12188673,90.72351622,6.945562889,102.835632,16
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,20
32,25,35,18.09903225,85.70786282,5.892913826,107.0050976,19
95,7,45,27.30008597,90.80015308,6.031665834,25.09484511,15
82,24,33,26.53543168,67.09608099,6.809593554,120.6494434,5
22,67,22,29.03017561,64.49166566,7.475926645,54.9393771,10
10,5,5,21.21306973,91.35349216,7.817846496,112.9834361,16
37,126,196,23.59997268,90.97597665,5.596449493,107.1728191,0
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,4
63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,11
68,70,54,31.29986342,92.76039164,6.986228647,54.77830202,17
20,72,19,32.47648301,64.34848735,7.397190844,65.820457,2
36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,12
67,46,44,26.82489244,78.20392774,7.093328631,153.9199807,8
27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,18
23,58,19,24.17093241,58.25204566,5.243634849,59.18953429,13
22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,13
80,30,25,26.24092174,65.64381357,7.487266991,148.3771202,5
26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,13
24,80,22,16.71170642,19.17651433,5.635993966,96.77285817,9
119,44,15,22.14593688,82.8597549,7.091992365,60.65381719,6
105,95,50,27.33368994,83.67675197,5.849076099,101.0494791,1
35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,7
63,50,52,28.64555584,93.22642604,6.751747609,115.8163936,17
11,78,22,23.89756791,22.74378977,5.940546818,112.6616435,9
38,14,30,26.92449525,91.20106019,5.570745386,194.9022136,4
116,56,17,24.71252544,77.7293114,7.979090365,85.24963302,6
29,34,26,33.88004781,54.39416048,6.273953676,89.29147581,12
13,60,25,17.13692774,20.59541693,5.68597166,128.256862,9
26,67,24,36.97794384,37.73992903,5.642813116,161.4812963,18
16,73,19,18.41645629,34.80541039,4.684079249,163.2747473,18
44,60,55,34.2804607,90.55561637,6.825371185,98.54047745,17
19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,13
9,51,19,27.04453473,49.32609633,5.49091063,48.25207759,13
29,22,40,23.62600218,89.73266695,6.145104401,107.6836871,19
91,84,52,29.14827211,78.71024836,6.390741836,117.536781,1
59,63,18,31.65531175,60.13263713,6.52669158,66.69096751,2
70,43,40,24.35564134,88.80391021,6.176860192,169.1168028,8
25,70,16,19.63474332,18.90705639,5.759237003,106.3598183,9
97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,20
133,47,24,24.40228894,79.19732001,7.231324765,90.8022356,6
22,38,31,31.53356352,53.06009323,5.821106036,98.57025046,12
10,24,27,27.57283516,94.90485697,5.708409601,145.9298935,4
66,44,20,19.0781471,69.02298571,6.740000688,80.72515943,11
32,137,204,22.86006627,93.12859895,5.824151693,117.7296726,0
26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,2
4,20,41,24.26601316,93.7974061,6.537042717,104.5375109,19
107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,6
20,28,26,26.37978453,91.49882979,5.547594847,167.0470997,4
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,14
5,24,40,24.692258,93.87030088,6.297907579,104.6735454,19
14,140,197,23.35225078,90.90054697,6.071255131,113.0381382,0
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,3
8,16,6,12.22816189,90.26457428,7.106650373,108.4161706,16
58,63,81,19.81344531,14.69765308,6.515499549,78.96514709,3
84,55,38,26.8748389,79.78725152,6.956682743,173.1017097,8
114,30,51,29.24908541,90.06998135,6.069171847,25.93496537,15
67,43,39,26.04371967,84.96907151,5.999969026,186.7536773,20
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,14
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,12
10,141,201,22.12659387,90.97818277,6.386021424,104.5412275,0
24,128,196,22.75088787,90.69489172,5.521466996,110.4317855,0
110,25,54,28.91105641,90.78413842,6.425930938,23.44398467,15
111,6,53,26.4930645,88.59143088,6.313512999,46.06382209,21
17,64,16,30.97758716,32.24914235,7.161797643,180.716828,18
52,70,16,33.66855394,66.60416867,7.534811833,67.32520551,2
61,59,17,23.33844615,59.24580604,6.47444292,105.0083144,11
103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,5
3,141,197,21.98141856,91.12719303,6.142803397,115.4789148,0
24,38,22,24.47876451,58.51663927,8.202706015,34.96933295,13
8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,13
113,38,20,22.10718988,78.58320116,6.364729934,74.94136567,6
84,39,35,23.17714381,52.13864034,6.959404135,117.3113562,5
71,56,37,23.18866654,86.20899734,6.491506245,176.103677,8
37,36,27,27.5529736,47.90859131,5.910634533,90.40332704,12
82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,1
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,13
39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,7
22,9,44,24.72235539,88.87651295,5.744361602,112.1926517,19
0,65,24,28.49584395,62.44616219,7.841496029,53.14531023,10
100,76,45,25.56703012,75.94067692,5.590236025,102.7867717,1
69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,11
86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,21
81,40,45,25.7629429,80.76238215,6.427726565,174.5071843,8
112,54,15,25.46228792,81.56641891,6.175492306,76.88582484,6
112,25,51,25.04746944,85.5667282,6.932537231,56.72496677,21
7,15,32,25.03512351,95.89739958,6.182232762,174.796583,4
25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,13
13,121,196,22.20700989,93.50574163,6.443382913,120.1593771,0
106,20,51,29.73019662,90.97015715,6.342573112,20.49035619,15
35,67,49,41.31330062,91.1508798,6.617066674,239.7427554,17
32,57,22,28.6899851,87.50436797,6.769415888,44.56598352,14
39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,17
36,125,196,37.46566825,80.65968681,6.15526103,66.83872293,7
56,65,45,38.2016825,93.97379963,6.751298936,218.0908814,17
0,65,15,23.46168338,23.22197648,5.645435626,95.84253438,9
38,19,31,34.73823882,49.08864345,5.855119268,90.65022183,12
4,19,43,18.07132963,93.14554876,5.779427402,106.3602023,19
30,44,16,29.73013036,82.89166381,6.442335593,50.91511275,14
6,140,205,17.66558428,82.92903419,6.313085601,69.8671263,7
